ORPHA|ORPHANAME|CONCEPTID|TITLE|SHORT DEFINITION
2377|Laurence-Moon syndrome|http://who.int/icd#11473_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Laurence-Moon syndrome|"Laurence-Moon syndrome (LMS) is a geneticd disorder characterised by progressive neurological, ophthalmologic and endocrine manifestations leading to severe handicap. LMS is sometimes referred to as Laurence-Moon-Biedl syndrome or Laurence-Moon-Bardet-Biedl syndrome. The differences between Bardet-Biedl syndrome (BBS) and LMS have not been clearly defined. The absence of obesity in LMS and the presence of polydactyly in BBS may allow the two diseases to be distinguished but the occurrence of these two manifestations in BBS is variable. "
2378|Laurin-Sandrow syndrome|http://who.int/icd#8437_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Laurin-Sandrow syndrome|"Laurin-Sandrow syndrome is a developmental anomalies syndrome characterised by complete polysyndactyly of the hands, mirror feet and nose anomalies (hypoplasia of the nasal alae and short columella), often associated with ulnar and/or fibular duplication (and sometimes tibial agenesis). "
2379|Early-onset parkinsonism - intellectual deficit|http://who.int/icd#180_ce88e999_ba9e_41b4_8d8a_b63046b652da|Early-onset parkinsonism - intellectual deficit|"Early-onset parkinsonism with intellectual deficit is a basal ganglia disorder characterised by parkinsonian-type symptoms (postural changes, tremor, rigidity), megalencephaly and variable intellectual deficit. Other signs are frontal bossing, persistent frontal lobe reflexes, strabismus and seizures."
2380|Legg-Calve-Perthes disease|http://who.int/icd#17380_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Legg-Calve-Perthes disease|Legg-Calve-Perthes disease is the term used to describe uni- or bilateral avascular necrosis of the femoral head in children.
2382|Lennox-Gastaut syndrome|http://who.int/icd#9210_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Lennox-Gastaut syndrome|"Lennox-Gastaut syndrome belongs to the group of severe childhood epileptic encephalopathies and  is defined as a cryptogenic or symptomatic generalized epilepsy, which is characterized by the following symptomatic triad: several epileptic seizures (atypical absences, axial tonic seizures and sudden atonic or myoclonic falls); diffuse slow interictal spike wave in the waking electroencephalogram (EEG) (< 3 Hz) and fast rhythmic bursts (10 Hz) during sleep; slow mental development associated with personality disturbances. "
2394|Pyruvate dehydrogenase E3 deficiency|http://who.int/icd#6985_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Pyruvate dehydrogenase complex E3 subunit deficiency|"Pyruvate dehydrogenase E3 deficiency is a very rare subtype of pyruvate dehydrogenase deficiency (PDHD, ) characterized by either early-onset lactic acidosis and delayed development, later-onset neurological dysfunction or liver disease."
2398|Familial symmetric lipomatosis|http://who.int/icd#77_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Familial symmetric lipomatosis|"Familial symmetric lipomatosis is characterised by a large and symmetrical accumulation of adipose mass at the level of the head, neck and upper trunk, that can be associated with insulin resistance, and may be aggravated by alcoholic intoxication."
2399|Nasopalpebral lipoma - coloboma - telecanthus|http://who.int/icd#7040_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Nasopalpebral lipoma - coloboma - telecanthus|"Nasopalpebral lipoma - coloboma - telecanthus syndrome is characterized by nasopalpebral lipomas, bilateral lid coloboma, and telecanthus."
2400|Peripheral motor neuropathy - dysautonomia|http://who.int/icd#20265_588c79f3_df65_43e0_903d_add110bf20de|Peripheral motor neuropathy - dysautonomia|"Peripheral motor neuropathy - dysautonomia syndrome is characterised by distal, slowly progressive muscular weakness, childhood-onset amyotrophy, autonomic dysfunction characterized by profuse sweating, distal cyanosis related to cold weather, orthostatic hypotension, and esophageal achalasia."
2405|Thickened earlobes - conductive deafness|http://who.int/icd#20581_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Thickened earlobes - conductive deafness|"Thickened earlobes - conductive deafness syndrome is characterized by microtia with thickened ear lobes, micrognathia and conductive hearing loss due to congenital ossicular anomalies. "
2406|Autosomal dominant proximal spinal muscular atrophy|http://who.int/icd#12375_588c79f3_df65_43e0_903d_add110bf20de|Locked-in syndrome|"Locked-in syndrome is a rare disease defined by the association of tetraplegia and palsy of most bulbar muscles without loss of consciousness. Vertical eye movements and blinking are the only means of communication. Locked-in syndrome is due to a pontine lesion, exceptionally to mesencephalic or bilateral lesions in capsula interna. The etiology is generally vascular secondary to basilar artery thrombosis. "
2409|Lowry-MacLean syndrome|http://who.int/icd#10648_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Lowry-MacLean syndrome|"Lowry-MacLean syndrome is a very rare syndrome characterized by microcephaly, craniosynostosis, glaucoma, growth failure and visceral malformations."
2414|Congenital pulmonary lymphangiectasia|http://who.int/icd#7348_07368d94_d861_421b_b2a0_264c49b96108|Congenital pulmonary lymphangiectasia|"Congenital pulmonary lymphangiectasia is a rare developmental disorder involving the lung and characterized by pulmonary subpleural, interlobar, perivascular, and peribronchial lymphatic dilatation. "
2415|Lymphatic malformation|http://who.int/icd#10626_07368d94_d861_421b_b2a0_264c49b96108|Lymphatic malformations|"Lymphatic malformation (LM), formerly referred to as lymphangioma, is a malformation localised to the lymphatic system. There are two types of LM: macrocystic LM (hygroma cysticum or cystic lymphangioma) and tissue-infiltrating microcystic LM (lymphangioma circumscriptum) that leads to the formation of an infiltrated layer with scattered clear or haematic vesicles at the surface. The macro and microcystic forms of LM frequently occur in association."
2420|Primary pulmonary lymphoma|http://who.int/icd#8085_ce88e999_ba9e_41b4_8d8a_b63046b652da|Primary pulmonary lymphoma|Primary pulmonary lymphoma (PPL) is defined as a clonal lymphoid proliferation affecting one or both lungs (parenchyma and/or bronchi) in a patient with no detectable extrapulmonary involvement at diagnosis or during the subsequent three months. This definition includes: multifocal mucosa-associated lymphoid tissue (MALT) non Hodgkin lymphoma (NHL); pulmonary lymphoma with satellite nodes (hilar or mediastinal); low-grade B-cell PPL; high-grade B-cell PPL. 
2431|Central bilateral macrogyria|http://who.int/icd#4928_07368d94_d861_421b_b2a0_264c49b96108|Central bilateral macrogyria|"Central bilateral macrogyria (rolandic and perisylvian) is a neuronal migration disorder characterised by pseudobulbar palsy, developmental delay, mild mental retardation and epilepsy. "
2440|Split hand - split foot|http://who.int/icd#3223_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Split hand - split foot|"Split hand-split foot (split hand-foot malformation, SHFM) is a rare malformation involving the central rays of the hands and feet, affecting randomly one to all four limbs. Syndactyly with oligodactyly, median clefts of the hands and feet, and opposable fingers are the most common features, leading to a so-called 'lobster claw' appearance. "
2442|X-linked lymphoproliferative disease|http://who.int/icd#D82.3|X-linked lymphoproliferative disease|"X-linked lymphoproliferative disease is a hereditary immunodeficiency characterized, in the majority of cases, by an inadequate immune response to infection with the Epstein-Barr virus (EBV). Infection with the Epstein-Barr virus can result in one or several of the following manifestations: fulminant infectious mononucleosis, macrophage-activation syndrome or hemophagocytic lymphohistiocytosis (HLH; see this term), and/or progressive hypogammaglobulinemia and/or lymphomas. "
2443|Mitochondrial oxidative phosphorylation disorder due to nuclear DNA anomalies|http://who.int/icd#7205_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Mitochondrial oxidative phosphorylation disorders due to nuclear DNA anomalies|"Mitochondrial disorders of nuclear DNA (nDNA) origin include oxidative phosphorylation (OXPHOS) disorders (such as Leigh syndrome, paraganglioma), defects in nuclear-encoded mitochondrial proteins for mtDNA integrity (progressive external ophthalmoplegia (PEO) and mitochondrial neurogastrointestinal encephalomyopathy (MNGIE) syndrome), and mitochondrial disorders with secondary effects on the OXPHOS system (Friedreich ataxia and hereditary spastic paraplegia). "
2445|Conotruncal heart malformations|http://who.int/icd#8085_07368d94_d861_421b_b2a0_264c49b96108|Conotruncal heart malformations|"Conotruncal heart malformations consist of cardiac outflow tract defects, such as tetralogy of Fallot, pulmonary atresia, double-outlet right ventricle, truncus arteriosus communis, and aortic arch anomalies. They account for between one fourth and one third of all nonsyndromic congenital heart defects."
2451|Mucocutaneous venous malformations|http://who.int/icd#9284_07368d94_d861_421b_b2a0_264c49b96108|Mucocutaneous venous malformations|"Mucocutaneous venous malformations (VMCMs) are hereditary vascular malformations characterized by the presence of small, multifocal, bluish-purple venous lesions involving the skin and mucosa. "
2453|Malpuech syndrome|http://who.int/icd#12630_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Malpuech syndrome|"Malpuech syndrome is a very rare syndrome characterized by facial clefting, urogenital anomalies and growth retardation."
2457|Mandibuloacral dysplasia|http://who.int/icd#8602_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Mandibuloacral dysplasia|"Mandibuloacral dysplasia is characterized by postnatal growth retardation (late closure of the fontanelles), craniofacial anomalies and skeletal malformations, such as mandibular and clavicular hypoplasia (conferring an appearance of a receding chin and slopping shoulders), and mottled cutaneous pigmentation. Dental anomalies, acroosteolysis, joint rigidity and small stature have also been reported. They can be associated with adipose tissue loss in the limbs and sometimes with premature ageing (progeria), characterized by thin skin, sparse hair and ungual dysplasia. Two clinical forms differing in the extent of lipoatrophy have been described: type A in which partial lipoatrophy is predominant in the limbs and type B defined by a more generalized lipoatrophy."
2459|Mansonellosis|http://who.int/icd#B74.4|Infections due to Mansonella|"Mansonellosis are tropical filarioses caused by several species of the Mansonella genus that are spread by small insects of the genus CulicoIdes. Traditionally considered as non-pathogenic, they are now known to cause hypereosinophilia. Clinical manifestations include pruritus and edema in the lower limbs, but each case should be considered individually. "
2461|Marden-Walker syndrome|http://who.int/icd#4081_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Marden-Walker syndrome|"Marden-Walkersyndrome is a developmùental anomalies syndrome characterized by multiple congenital joint contractures, dysmorphic features with a mask-like face, blepharophimosis, ptosis, micrognathia, cleft or high-arched palate, low-set ears, arachnodactyly, decreased muscular mass, failure to thrive and psychomotor retardation. "
2462|Shprintzen-Goldberg syndrome|http://who.int/icd#2292_712a6f06_71f2_48d0_919c_2b3cb8b7172d|Marfanoid craniosynostosis syndrome [Shprintzen-Goldberg]|"Shprintzen-Goldberg syndrome is a rare disorder that is usually characterized by a marfanoid habitus, with craniofacial (craniosynostosis, characteristic dysmorphic facial features), skeletal and cardiovascular abnormalities, and learning disabilities. "
2463|"Marfanoid habitus - intellectual deficit, autosomal recessive"|http://who.int/icd#225_ce88e999_ba9e_41b4_8d8a_b63046b652da|"Marfanoid habitus - intellectual deficit, autosomal recessive"|"Marfanoid habitus ñ intellectual deficit, autosomal recessive is a very rare multiple congenital anomalies syndrome described in four sibs and characterized by intellectual deficit, flat face and some skeletelal features of Marfan syndrome  such as tall stature, dolichostenomelia, arm span larger than height, arachnodactyly of hands and feet, little subcutaneous fat, muscle hypotonia and intellectual deficit."
